id,author,authorid,category,categorydisplayorder,comments,content,createdat,createdby,description,dislikes,displayorder,externalpostid,imageurls,language,likes,mediatype,orderfixed,partialcontent,parvahtags,posterurl,postlocation,postredirecturl,postregion,posttype,pravahdisplayorder,published,publisher,publisherid,ratings,readscount,relatedlinks,scrapedat,shares,subtitle,tags,title,updatedat,updatedby,videourls,views
9a397f64-93ff-45fe-a796-0503da0da8cb,,,India,2147483647,0,,2021-01-07 11:34:18.292+0000,,நாட்டில் சிறுபான்மையினர் நிலை தொடர்ந்து மோசமடைந்து வருவதாக ஜம்மு-காஷ்மீர் முன்னாள் முதல்வர் மெகபூபா முப்தி தெரிவித்துள்ளார்,0,2147483647,,,Tamil,0,text,,,,https://images.dinamani.com/uploads/user/imagelibrary/2021/1/7/w600X390/Mehbooba_Mufti_ANI.jpg,,https://www.dinamani.com/india/2021/jan/07/the-situation-of-minorities-in-the-country-is-deteriorating-mehbooba-mufti-3539496.html,,news,2147483647,FALSE,Dinamani,fc27e6ce-8a28-445f-a88c-ea6d21f3cda5,0,0,,2021-01-07 11:34:18.291+0000,,,"{'', 'India'}",‘நாட்டில் சிறுபான்மையினர் நிலை மோசமடைந்து வருகிறது’: மெகபூபா முப்தி,,,,"0"
35676d22-0689-43c4-9c1d-66f282bf7035,,,Top Stories,2147483647,0,,2020-08-21 05:36:38.792+0000,,नई दिल्ली: एमएस धोनी को पत्र लिखने के एक दिन बाद पीएम मोदी ने संन्यास लेने वाले पूर्व क्रिकेटर सुरेश रैना को भी पत्र लिखकर शुभकामनाएं दी हैं. ये जानकारी रैना ने अपने ट्विटर अकाउंट के जरिए दी है. मोदी ने रैना की फील्डिंग की खूब तारीफ,0,2147483647,,,Hindi,0,text,,,,https://static.abplive.in/wp-content/uploads/sites/2/2020/08/21161215/gh.jpg,,https://www.abplive.com/news/india/pm-narendra-modi-wrote-letter-to-suresh-raina-1533758,,news,2147483647,FALSE,ABP Hindi,8f8f13a2-7285-4e3d-b799-c454d29cef73,0,0,,2020-08-21 05:36:38.791+0000,,,,"पीएम मोदी ने सुरेश रैना को लिखा खत, कहा-'आपने जितने रन बचाए उनका हिसाब लगाने में तो कई दिन लग जाएंगे'",,,,"0"
890fab16-4ebf-497b-bcdf-56cf8520f2cf,,,Top Stories,2147483647,0,"""ಬೆಂಗಳೂರು (ಸೆ.30): ಬಾಬರಿ ಮಸೀದಿ ಧ್ವಂಸ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ 32 ಅಪಾದಿತರು ದೋಷ ಮುಕ್ತರಾಗಿದ್ದಾರೆ.xa0 ಬಾಬ್ರಿ ಮಸೀದಿ ಧ್ವಂಸ ಪ್ರಕರಣ ಪೂರ್ವ ಯೋಜಿತವಲ್ಲ ಎನ್ನುವುದನ್ನು ತೀರ್ಪು ಎತ್ತಿ ಹಿಡಿದಿದೆ ಎಂದು ಪ್ರವಾಸೋದ್ಯಮ ಖಾತೆ ಸಚಿವ ಸಿ.ಟಿ ರವಿ ಹೇಳಿದ್ದಾರೆ.xa0 ಬಿಜೆಪಿಯು ಬಾಬ್ರಿ ಮಸೀದಿ ಸಂಬಂಧ ಕೋರ್ಟ್ ನೀಡಿರುವ ತೀರ್ಪನ್ನು ಸ್ವಾಗತಿಸುತ್ತದೆ. ಬಾಬ್ರಿ ಮಸೀದಿ ಪ್ರಕರಣವನ್ನೇ ನೆಪವಾಗಿಟ್ಟುಕೊಂಡು 1992 ಬಿಜೆಪಿಯ ನಾಲ್ಕು ಸರ್ಕಾರಗಳನ್ನು ವಜಾ ಮಾಡುವ ಕೆಲಸ ನಡೆಯಿತು. ಆಗ ಅಂತಹ ಸಂವಿಧಾನ ಬಾಹಿರ ಕೆಲಸವಾಗಿತ್ತು ಎಂದು ಸಚಿವ ಸಿ ಟಿ ರವಿ ಹೆಳಿದರು.xa0 ಬಾಬ್ರಿ ಮಸೀದಿ ಧ್ವಂಸ ಪ್ರಕರಣ: ಅಡ್ವಾಣಿ, ಜೋಶಿ ಸೇರಿ ಎಲ್ಲಾ ಆರೋಪಿಗಳು ಖುಲಾಸೆ! .. ಸತ್ಯವನ್ನು ನ್ಯಾಯಾಲಯವು ಎತ್ತಿ ಹಿಡಿದಿದೆ. xa0ನ್ಯಾಯಾಲಯದ ತೀರ್ಪನ್ನು xa0ಸ್ವಾಗತಿಸುತ್ತೇನೆ. ಆವತ್ತು ನಾಲ್ಕು xa0ಬಿಜೆಪಿ ಸರ್ಕಾರಗಳನ್ನು ವಜಾ ಮಾಡಿದ ಕಾಂಗ್ರೆಸ್ ದೇಶದ ಜನತೆಯ ಕ್ಷಮೆ ಕೇಳಿ ಎಂದು ಸಿ ಟಿ ರವಿ ಆಗ್ರಹಿಸಿದರು.xa0 ಇತಿಹಾಸ ಬಲ್ಲ ದೇಶದ ಎಲ್ಲಾ ವ್ಯಕ್ತಿಗಳಿಗೂ ವಾಸ್ತವದ ಸತ್ಯ xa0ಗೊತ್ತಿದೆ. xa0ಬಿಜೆಪಿಯ ಅಜೆಂಡಾದಲ್ಲಿ ಮಸೀದಿ ಒಡೆಯುವುದು ಇರಲಿಲ್ಲ ಎಂದು ಸಿ ಟಿ ರವಿ ಹೇಳಿದರು.xa0 xa01991 ರಲ್ಲಿ xa0ನಡೆದ ಬಾಬ್ರಿ ಮಸೀದಿ ಧ್ವಂಸ ಪ್ರಕರಣ ಸಂಬಂಧ ತೀರ್ಪು ಪ್ರಕಟಿಸಿದ ಲಕ್ನೋ ಸಿಬಿಐ ಕೋರ್ಟ್ ಧ್ವಂಸ ಪ್ರಕರಣ ಪೂರ್ವ ಯೋಜಿತವಲ್ಲ. xa0ಇದರಲ್ಲಿ ಕ್ರಿಮಿನಲ್ ",2020-09-30 08:10:17.000+0000,By Suvarna News,"""ಬಾಬರಿ ಮಸೀದಿ ಧ್ವಂಸ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ 32 ಅಪಾದಿತರು ದೋಷ ಮುಕ್ತರಾಗಿದ್ದಾರೆ.xa0""",0,2147483647,,,Kannada,0,text,,,,https://static.asianetnews.com/images/01ekf03n8m2gw8kbzf2398jdqb/image--9--jpg_710x400xt.jpg,,https://kannada.asianetnews.com/state/karnataka-minister-ct-ravi-reaction-over-babri-masjid-demolition-case-verdict-snr-qhgor9,,news,2147483647,FALSE,Asia Net News,d3c4612a-6881-439a-8e2f-89774d7ba2fe,0,0,,2020-09-30 08:10:19.445+0000,,,,"ಬಾಬ್ರಿ ಮಸೀದಿ ಧ್ವಂಸ ಕೇಸ್ ತೀರ್ಪು , ಕಾಂಗ್ರೆಸ್ ಕ್ಷಮೆ ಕೇಳಲಿ : ಸಿ.ಟಿ ರವಿ",,,,"0"
379873de-164a-4b40-ab5f-21343c04a8e4,,,Political & General News,2147483647,0,,2020-11-21 09:57:23.000+0000,NewsJ,மதியம் 1 மணி நம்ம ஊர் செய்திகள்(21.11.2020) | 1 PM DISTRICT NEWS Subscribe our YOUTUBE channel: ...,0,2147483647,,,Tamil,0,video,,,,https://i.ytimg.com/vi/0fcMKCJGwQU/mqdefault.jpg,,https://www.youtube.com/watch?v=0fcMKCJGwQU,,youtube,2147483647,TRUE,NewsJ,d1d1b205-9d3d-47bc-81ad-bc585d5e6cd7,0,0,,2020-11-21 11:25:12.276+0000,,,,தென்காசியில் கரை புரண்டு ஓடும் ஆறுகள் (21.11.2020) | 1 PM DISTRICT NEWS,2020-11-21 09:57:23.000+0000,,,"0"
5deed080-ef0b-459d-9263-38abcadb779d,,,,2147483647,0,,2021-01-05 09:45:01.608+0000,OpIndia Staff,#NAME?,0,129,,,English,0,text,,,,https://i2.wp.com/www.opindia.com/wp-content/uploads/2021/01/raees.jpg?fit=696%2C522&ssl=1,,https://www.opindia.com/2021/01/madhya-pradesh-raees-khan-killed-dharmendra-for-affair-with-daughter-lightning/,,news,2147483647,TRUE,OP INDIA,,0,7,,2021-01-05 09:33:28.322+0000,,,"{'Bhopal', 'Crime', 'Madhya Pradesh', 'Murder', 'News Reports', 'Top_Stories', 'hindu'}","Madhya Pradesh: Raees Khan killed Dharmendra for affair with daughter, murder mystery solved after four months",2021-01-05 09:45:01.608+0000,,,"100"
9ecb4498-6a79-4c11-a163-c1096574cf55,,,,2147483647,0,,2020-10-10 18:23:32.000+0000,ImranKhanPTI,We have prevented a number of such attempts preemptively in last few months. Our intelligence orgs & law enforcement agencies will nab culprits of this murder also. Our ulema from all sects must ensure people do not fall prey to this nefarious Indian design to destabilise Pak,0,2147483647,,,English,0,,,,,,,https://twitter.com/ImranKhanPTI/status/1314994994957160448,Pakistan,Twitter,2147483647,TRUE,Imran Khan,c23cc683-c15e-4ae0-bbec-6f27026759a7,0,0,,2020-10-10 18:44:58.112+0000,,,,We have prevented a number of such attempts preemptively in last few months. Our intelligence orgs & law enforcement agencies will nab culprits of this murder also. Our ulema from all sects must ensure people do not fall prey to this nefarious Indian design to destabilise Pak,2020-10-10 18:23:32.000+0000,,,"0"
64a8ff9d-bd20-48d3-8da4-656a51691ef2,,,Top Stories,2147483647,0,"અભિનેતા સોનુ સૂદ (Sonu Sood) અત્યારે બે વાતોને કારણે સતત ચર્ચામાં હોય છે. લૉકડાઉન દરમિયાન અભિનેતાનું નામ સૌથી વધુ ચર્ચામાં રહ્યું છે. ચર્ચામાં રહેવાનું પહેલું કારણ છે, જે રીતે અભિનેતા જરૂરિયાતમંદોની મદદ કરી રહ્યો છે તે અને બીજું સોશ્યલ મીડિયા પર અભિનેતા પાસે કરવામાં આવતી અતરંગી ડિમાન્ડો. સોનુ સૂદ ટ્વિટર પર પણ ખૂબ જ એક્ટિવ રહે છે અને મદદની માંગ કરનાર દરેક વ્યક્તિને જવાબ આપે છે. આ દરમિયાન અભિનેતા સાથે ઘણાં યુઝર્સ મસ્તી-મજાક પણ કરે છે અને સોનુને ચોંકાવી દે એવી ડિમાન્ડ પણ કરે છે. ત્યારે હાલમાં જ એક યુઝરે સોનુ પાસે આઈફોન માંગ્યો તો એક્ટરે પણ તેનો શાનદાર જવાબ આપ્યો. હકીકતમાં સોનુ સૂદને ટેગ કરતા એક યુઝરે આઈફોન માંગી લીધો. આ પહેલાં પણ એ યુઝરે આ જ ડિમાન્ડને લઈને સોનુને ટેગ કરીને ટ્વિટ કરી હતી. આઈફોન માંગતા યુઝરે લખ્યું, 'સર એપ્પલ આઈફોન જોઈએ. મેં 20 વખત ટ્વિટ કર્યું છે અને પછી ફની ઈમોજી શેર કર્યો.' તો તેનો સોનુએ મજેદાર જવાબ આપતા લખ્યું હતું કે, 'મને પણ એક ફોન જોઈએ છે અને તેના માટે હું 21 વખત ટ્વિટ કરી શકું છું.' I also want a phone..for that I can tweet you 21 times. 😃 https://t.co/9VGB3YKAOw — ",2020-09-03 07:47:39.000+0000,,"ટ્વીટર પર એક યુઝરે અભિનેતા પાસે માંગ્યો હતો આઈફોન, જેનો અભિનેતાએ આપ્યો મજેદાર જવાબ",0,2147483647,,,Gujarati,0,text,,,,https://img.gujaratimidday.com/images/2020/sep/sonusood-iphone_d.jpg,,https://www.gujaratimidday.com//entertainment/articles/user-asks-for-iphone-sonu-sood-said-he-will-tweet-21-times-for-a-phone-124512,,news,2147483647,FALSE,Gujarat Midday,0ce2c2ce-6f4d-4fc0-bd20-9552f3a38b20,0,0,,2020-09-03 07:47:40.052+0000,,,,"સોનુ સૂદને જોઈએ છે આઈફોન, તે માટે કરવા તૈયાર છે આ કામ....",,,,"0"
73c34639-d2aa-4a89-b039-eba0fbdb1b14,,,,2147483647,0,"Srikakulam: Home minister Mekathoti Sucharitha said that government has adopted technology to prevent all types of accidents in the state.Inaugurating additional buildings constructed for fire station here on Thursday, Sucharitha said that the building was constructed at the cost of Rs 48.50 lakh to provide all facilities to firemen. She inspected all the fire machines and material at the fire station and enquired about their condition also. She also asked the firemen to adopt latest technology to prevent accidents effectively. Addressing the media, the home minister said that technology was now being vastly used by the police and its related wings to prevent accidents and crimes including cybercrimes. She elaborated that in total 185 fire stations were working across the state and 12 were existed in Srikakulam and the fire safety staff protected Rs 10.81 crore worth property in 207 accidents across the district so far this year. During Titli cyclone, the fire safety staff worked hard ",2020-10-29 20:21:52.000+0000,,"Srikakulam: Home minister Mekathoti Sucharitha said that government has adopted technology to prevent all types of accidents in the state.Inaugurating additional buildings constructed for fire station here on Thursday, Sucharitha said that the building was constructed at the cost of Rs 48.50 lakh to provide all facilities to firemen. She inspected all the fire machines and material at the fire station and enquired about their condition also. She also asked the firemen to adopt latest technology to prevent accidents effectively. Addressing the media, the home minister said that technology was now being vastly used by the police and its related wings to prevent accidents and crimes including cybercrimes. She elaborated that in total 185 fire stations were working across the state and 12 were existed in Srikakulam and the fire safety staff protected Rs 10.81 crore worth property in 207 accidents across the district so far this year. During Titli cyclone, the fire safety staff worked hard ",0,2147483647,,,English,0,text,,,,https://assets.thehansindia.com/h-upload/2020/10/29/1008400-sucharitha.webp,,https://www.thehansindia.com//andhra-pradesh/srikakulam-firemen-told-to-adopt-latest-technology-to-prevent-mishaps-653677,Andhra Pradesh,news,2147483647,FALSE,Hans India,6a9c6a34-0e6e-4df3-ae26-42baaa9921b1,0,0,,2020-10-29 20:21:54.900+0000,,,,Srikakulam: Firemen told to adopt latest technology to prevent mishaps,,,,"0"
a3535ad1-06b4-4ab9-ae94-768ff4939547,,,Political & General News,2147483647,0,,2021-01-29 09:12:01.000+0000,Nandighosha TV,ଦୁର୍ନୀତି ଗ୍ରସ୍ତ ଓ ଅପାରଗ ସରକାରୀ ବାବୁଙ୍କ ବିରୋଧରେ ରାଜ୍ୟ ସରକାରଙ୍କ ଜିରୋ ଟଲରାନ୍ସ । ଆଉ ୯ ଅଧିକାରୀଙ୍କୁ ବାଧ୍ୟତାମୂଳକ ଅବସର । ଏଥିସହ ବାଧ୍ୟତାମୂଳକ ଅବସର ଦିଆଯାଇଥିବା ଅଧିକାରୀଙ୍କ ସଂଖ୍ୟା ୧୧୩ରେ ...,0,2147483647,,,Odiya,0,video,,,,https://i.ytimg.com/vi/F_DQGBCzx48/mqdefault.jpg,,https://www.youtube.com/watch?v=F_DQGBCzx48,,youtube,2147483647,TRUE,Nandighosha TV,730b1338-e51b-40dd-9112-9829e5acafe1,0,0,,2021-01-29 10:50:12.284+0000,,,,Naveen Patnaik throws out 9 corrupt government officials | NandighoshaTV,2021-01-29 09:12:01.000+0000,,,"1"
5a1e3840-c29a-45bc-a35c-53004e069d5c,,,Top Stories,2147483647,0,,2021-01-19 01:31:02.000+0000,Vaishnavi,"കോട്ടയം: സംസ്ഥാനത്തെ ആദ്യത്തെ ഉൾനാടൻ തുറമുഖമായ കോട്ടയം പോർട്ടിൽ ചരക്ക് നീക്കം സുഗമമാക്കാൻ ഇരുപത്തിയെട്ടിലേറെ കണ്ടെയ്‌നറുകൾ കൈകാര്യം ചെയ്യാൻ ശേഷിയുള്ള പുതിയ ബാർജുകൂടിയെത്തും. നിലവിലുള്ള ബാർജ് വഴി 10 കണ്ടെയ്‌നർ മാത്രമാണ് കൈകാര്യം ചെയ്യാനാകുക. ഇതിനാൽ എല്ലാ ദിവസവും ചരക്കു നീക്കം നടക്കുന്നില്ല. ഇനി കൂടുതൽ ചരക്ക് കുറഞ്ഞ ചെലവിൽ കൈകാര്യം ചെയ്യാൻ കഴിയുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്. ബാർജ് വഴി കണ്ടെയ്‌നർ വരുമ്പോൾ ഒന്നിനു കുറഞ്ഞത് 4000 രൂപയുടെ ചെലവു കുറവുണ്ടാകും. നിലവിൽ ഇറക്കുമതി, കയറ്റുമതി ഇനങ്ങളിലായി പ്രതിമാസം […] The post കോട്ടയം പോർട്ടിന് പുതിയ ബാർജ് first appeared on MalayalamExpressOnline.",0,2147483647,,,Malayalam,0,text,,,,https://www.malayalamexpress.in/wp-content/uploads/2020/03/MEXLOGO.jpg,,https://www.malayalamexpress.in/archives/1566789/,,news,2147483647,FALSE,Malayalam Express,,0,0,,2021-01-19 01:45:46.827+0000,,,"{'Kerala', 'Kottayam', 'Top_Stories', 'kerala_mex'}",കോട്ടയം പോർട്ടിന് പുതിയ ബാർജ്,,,,"0"
